artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Dottie West,0.40341333333333335,0.5061333333333334,168092.8,0.4256666666666665,0.00010692266666666667,0.17187333333333335,-12.548466666666668,0.09628666666666667,106.45306666666669,0.5516533333333334,33.93333333333333,4,1,15,"['classic country pop', 'nashville sound']"
Double,0.647,0.6684999999999999,323528.0,0.6405,0.001208,0.1235,-9.5145,0.02425,96.2805,0.3735,44.5,8,1,4,[]
Double Exposure,0.021015,0.5389999999999999,435300.0,0.8815,0.00045365,0.17810000000000006,-8.401499999999999,0.116,113.7815,0.6819999999999999,38.5,10,1,4,['philly soul']
Double You,0.04825,0.7124999999999999,218766.5,0.9025,0.00340836,0.06535,-12.8995,0.04705,125.0005,0.4265,56.5,3,1,4,"['eurodance', 'europop', 'hip house']"
Doug Crider,0.295,0.68,141307.0,0.255,3.85e-06,0.0737,-15.488,0.0665,77.28,0.7879999999999999,31.0,9,1,2,[]
Doug E. Fresh,0.34939999999999993,0.7545,233380.0,0.7525,0.0,0.5435,-9.8235,0.423,93.70099999999998,0.575,42.0,7,1,4,"['beatboxing', 'east coast hip hop', 'electro', 'harlem hip hop', 'hip house', 'old school hip hop', 'rap']"
Doug Kershaw,0.273,0.621,172195.66666666663,0.6819999999999999,0.0,0.531,-6.2363333333333335,0.031400000000000004,96.90333333333332,0.6109999999999999,31.33333333333333,2,1,3,"['swamp pop', 'zydeco']"
Doug Sahm,0.412,0.642,200406.5,0.5714999999999999,2.735e-05,0.10715,-10.1595,0.0347,124.816,0.8155,36.5,9,1,4,"['alternative country', 'country rock', 'outlaw country', 'pub rock', 'roots rock', 'swamp pop', 'traditional folk']"
Doug Speer,0.0801,0.622,242051.0,0.305,0.5579999999999999,0.126,-13.213,0.0559,170.09400000000005,0.871,0.0,11,0,2,[]
Doug Stone,0.40315100000000004,0.5715000000000001,204632.0,0.4925,0.000121048,0.18794,-9.240000000000004,0.030739999999999996,136.35130000000004,0.5817000000000001,34.4,2,1,20,"['country', 'country road', 'country rock']"
Doug Supernaw,0.2805,0.539,219993.5,0.418,5.230000000000002e-06,0.0956,-13.098,0.02645,121.83,0.506,36.5,2,1,4,['country']
Doug Watkins,0.6523999999999999,0.5174,478733.2,0.409,0.25457764000000005,0.16154000000000002,-10.3246,0.038560000000000004,119.4686,0.5734,32.2,0,0,5,['jazz double bass']
Doug Williams,0.382,0.6779999999999999,319867.0,0.722,0.0,0.45399999999999996,-6.812,0.0881,107.919,0.764,26.0,6,1,1,['contemporary gospel']
Doug and the Slugs,0.188,0.648,220360.0,0.6859999999999999,1.36e-06,0.172,-11.793,0.0429,155.592,0.971,40.0,7,1,2,['classic canadian rock']
Dougie MacLean,0.8739999999999999,0.3975,268126.0,0.203,9.55e-07,0.1185,-17.546499999999998,0.0308,168.34,0.392,41.0,5,1,4,"['british folk', 'celtic', 'celtic rock', 'irish folk', 'scottish folk']"
Douglas Fletcher Rodgers,0.8059999999999999,0.574,230573.0,0.254,0.0,0.175,-11.957,0.0863,141.503,0.561,1.0,5,1,1,[]
Douglas Gamley,0.9670000000000001,0.174,317083.0,0.41700000000000004,0.9179999999999999,0.379,-10.543,0.0347,103.04,0.0528,0.0,7,1,1,['theme']
Douglas Miller,0.474,0.39799999999999996,364547.0,0.428,4.11e-06,0.213,-10.026,0.0378,100.514,0.29600000000000004,38.0,0,1,2,['gospel']
"Douglas, George",0.48700000000000004,0.29600000000000004,283600.0,0.405,0.856,0.184,-9.793,0.0326,171.248,0.242,0.0,3,1,1,[]
Douw Fonda,0.985,0.25,349120.0,0.0148,0.971,0.0669,-30.646,0.0375,136.864,0.0394,0.0,5,1,2,[]
Dove Cameron,0.16598666666666673,0.5755555555555555,196468.0555555556,0.7880555555555555,1.6433333333333334e-06,0.2980333333333334,-4.7269444444444435,0.10101666666666666,124.25299999999999,0.5003333333333333,60.38888888888889,7,0,18,"['post-teen pop', 'social media pop']"
Dove Shack,0.27755,0.6445000000000001,242100.0,0.544,2.42e-05,0.2009,-9.0925,0.13329999999999995,139.6375,0.585,44.0,7,1,4,"['g funk', 'west coast rap']"
Doves,0.00019736666666666665,0.403,408222.0,0.8390000000000001,0.32536666666666664,0.0725,-6.8249999999999975,0.041333333333333326,121.34633333333332,0.24826666666666666,47.0,11,0,6,['emo rap']
Down A.K.A Kilo,0.102,0.877,198217.0,0.8390000000000001,0.0,0.0735,-3.988,0.275,71.977,0.9259999999999999,50.0,8,1,2,[]
Down By Law,0.0614,0.39399999999999996,244933.0,0.871,2.38e-06,0.563,-7.612,0.0768,133.151,0.715,40.0,4,1,2,"['melodic hardcore', 'punk', 'skate punk']"
Down With Webster,0.015345,0.5760000000000001,346387.0,0.8334999999999999,0.00515,0.06899999999999999,-4.5455000000000005,0.035199999999999995,141.5415,0.5115,49.0,8,1,4,['canadian rock']
Down3r,0.618,0.8370000000000001,172560.0,0.307,0.0,0.158,-15.069,0.212,95.16,0.866,58.0,9,1,2,['redneck']
Downplay,0.0002220000000000001,0.35200000000000004,169787.0,0.9059999999999999,0.0,0.18100000000000002,-4.493,0.0779,192.118,0.78,54.0,8,1,2,"['gymcore', 'hard alternative', 'post-screamo']"
Downset,0.0128,0.58,144267.0,0.93,0.0,0.102,-5.718999999999999,0.12,97.917,0.534,42.0,1,1,2,"['alternative metal', 'funk metal', 'hardcore', 'rap metal', 'rap rock']"
Dr Zeus,0.0353,0.7559999999999999,210680.0,0.858,0.00025299999999999997,0.061,-4.05,0.0584,101.985,0.764,53.0,1,0,1,"['bhangra', 'desi hip hop', 'desi pop', 'indian folk', 'modern bollywood', 'punjabi hip hop', 'punjabi pop', 'sufi']"
Dr. Alban,0.0020296666666666666,0.7346666666666667,251542.33333333328,0.8596666666666667,0.12767666666666666,0.22076666666666667,-8.013,0.0459,127.36666666666666,0.7673333333333333,62.66666666666666,7,1,6,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Dr. Buzzard's Original Savannah Band,0.0516025,0.619,283193.25,0.37025,0.0,0.12245,-19.065,0.048475,111.38300000000002,0.552,35.25,8,1,8,['disco']
Dr. Dog,0.3323333333333333,0.5411666666666667,237165.66666666663,0.6201666666666666,0.009473715,0.3625666666666668,-7.861999999999997,0.043866666666666665,133.43616666666668,0.534,56.83333333333334,10,1,12,"['alternative rock', 'funk', 'indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'modern rock', 'philly indie', 'shimmer pop', 'stomp and holler']"
Dr. Dre,0.11094241842857147,0.7241571428571426,244397.7928571429,0.7696357142857142,0.05247051850000002,0.2677421428571429,-5.1650714285714265,0.2390557142857141,104.53101428571422,0.6226928571428572,51.86428571428571,7,1,140,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Dr. Feelgood,0.006871499999999999,0.5655,177060.0,0.6495,0.2748505,0.1466,-10.638,0.04305,148.64950000000005,0.9059999999999999,42.0,0,1,4,"['blues rock', 'british blues', 'protopunk', 'pub rock', 'rockabilly', 'roots rock']"
Dr. Hook,0.5401595238095238,0.5638809523809526,186774.1428571429,0.5430238095238096,0.0014937557142857142,0.2067928571428572,-11.56440476190476,0.09749999999999996,126.13440476190472,0.6762380952380951,35.547619047619044,9,1,84,"['bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']"
Dr. Jean Feldman,0.0653,0.975,161973.0,0.647,2.18e-06,0.0685,-14.027000000000001,0.0671,116.025,0.642,34.0,9,1,2,"[""children's music"", 'kids dance party']"
Dr. Jeffrey Thompson,0.575,0.0628,1820760.0,0.0451,0.932,0.11,-34.09,0.0387,69.824,0.0342,36.0,3,1,2,"['healing', 'meditation', 'tone']"
Dr. John,0.4189840000000003,0.649941176470589,227307.85882352944,0.524,0.04976290964705882,0.17037882352941175,-12.783894117647064,0.06442588235294115,111.83785882352942,0.7545764705882354,34.27058823529412,5,1,85,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'funk', 'jazz blues', 'louisiana blues', 'new orleans blues', 'piano blues', 'roots rock', 'soul']"
Dr. Know,0.03430253999999998,0.247,183413.0,0.8959999999999999,0.019952815,0.2655,-12.708,0.04965,140.75800000000004,0.41200000000000003,26.5,6,1,4,"['crossover thrash', 'crust punk', 'hardcore punk', 'punk', 'thrash core']"
Dr. Lonnie Smith,0.4245600000000001,0.5532,405951.4,0.5916,0.8884000000000001,0.10938,-13.1818,0.05038,96.5094,0.6347999999999999,36.8,5,0,5,"['bebop', 'hammond organ', 'hard bop', 'instrumental funk', 'jazz funk', 'jazz organ', 'soul jazz']"
Dr. Luke,0.0394,0.773,204867.0,0.843,0.0,0.341,-3.8,0.10800000000000001,82.025,0.845,45.0,11,1,2,[]
Dr. Octagon,0.05180000000000001,0.6729999999999999,247880.0,0.6435,2.11e-06,0.6825,-10.5805,0.2455,133.07199999999997,0.281,37.0,7,1,4,"['afrofuturism', 'alternative hip hop', 'bronx hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
Dr. Oop,0.0867,0.853,224293.0,0.578,0.0,0.11199999999999999,-8.459,0.298,91.946,0.488,48.0,11,1,2,[]
Dr. Samuel J. Hoffman,0.9814615384615384,0.2672307692307693,172045.07692307697,0.2295384615384615,0.8875384615384616,0.1642153846153846,-14.813692307692303,0.037538461538461534,110.09138461538464,0.19166153846153844,11.692307692307693,0,1,13,"['exotica', 'laboratorio', 'lounge', 'theremin']"
Dr. Seuss,0.7435,0.63,676473.0,0.16899999999999998,5.35e-07,0.0994,-18.8005,0.759,85.429,0.4295,27.5,10,1,4,"[""children's music"", ""children's story""]"
Dr. Sudhamadhab Sengupta,0.894,0.544,190653.0,0.45299999999999996,0.0,0.26899999999999996,-7.35,0.0522,109.325,0.607,0.0,8,1,2,[]
Dr. Sus,0.6509999999999999,0.9079999999999999,132885.0,0.342,0.0,0.195,-7.651,0.196,99.959,0.505,74.0,1,1,1,[]
Dr. Teeth and The Electric Mayhem,0.205,0.777,153040.0,0.5429999999999999,0.00118,0.257,-12.623,0.0414,102.766,0.961,37.0,0,1,2,[]
Dr. William S. Pitts,0.976,0.41700000000000004,165307.0,0.0814,0.00023999999999999998,0.0954,-20.369,0.03,97.55799999999999,0.35200000000000004,12.0,10,1,1,[]
Draco Rosa,0.11900000000000001,0.6709999999999999,284533.0,0.47700000000000004,3.77e-05,0.0799,-6.638999999999999,0.0259,92.545,0.76,40.0,4,1,2,"['cumbia', 'latin', 'latin pop', 'latin rock', 'rock en espanol']"
Draft Day,0.009340000000000001,0.9329999999999999,148111.0,0.475,0.0,0.163,-4.907,0.23399999999999999,129.933,0.7290000000000001,65.0,1,1,2,[]
Drag-On,0.06444199999999999,0.7287333333333333,263262.46666666673,0.7902,2.56e-07,0.25293999999999994,-5.8794,0.27126666666666666,121.68033333333332,0.6907333333333334,43.66666666666666,1,1,15,"['bronx hip hop', 'nyc rap']"
Dragana Mirkovic,0.201,0.524,207840.0,0.485,1.39e-06,0.0323,-7.558,0.0259,75.26899999999998,0.491,40.0,3,0,2,"['narodna muzika', 'sevdah', 'turbo folk']"
Drago Dimitrievich,0.903,0.18,255400.0,0.0607,0.209,0.46299999999999997,-25.49,0.0388,124.965,0.0394,15.0,0,1,1,[]
Dragon,0.445,0.6890000000000001,248560.0,0.485,0.0,0.0694,-14.390999999999998,0.0364,122.962,0.715,54.0,2,1,2,"['modern rock', 'rock']"
DragonForce,0.0012008571428571428,0.21571428571428566,436733.4285714286,0.9450000000000002,0.0738066542857143,0.2769857142857143,-4.606571428571429,0.10321428571428573,175.67514285714287,0.2454285714285714,44.85714285714285,11,0,14,"['metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']"
Dragonette,0.01924,0.6537999999999999,225671.2,0.8834,0.022330000000000003,0.08435999999999999,-4.5497999999999985,0.033339999999999995,132.4056,0.444,53.8,3,1,5,"['alternative dance', 'canadian electropop', 'canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'neo-synthpop']"
Drake,0.2047381363636364,0.6754753787878779,245906.04166666663,0.5849215909090905,0.00431888115530303,0.18872992424242446,-7.4327727272727255,0.21365113636363656,118.70800946969689,0.3864876893939391,61.78409090909091,1,1,528,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Drake Bell,0.00547,0.407,155199.66666666663,0.7989999999999999,0.0,0.15913333333333335,-6.340333333333334,0.06863333333333334,166.578,0.5906666666666667,53.0,7,1,6,['post-teen pop']
Drake White,0.18465,0.5885,213380.0,0.7240000000000001,0.0,0.1105,-5.301,0.0383,112.935,0.32799999999999996,55.0,10,1,4,['contemporary country']
Drakeo the Ruler,0.21753333333333336,0.8683333333333333,194897.0,0.40299999999999997,4.08e-05,0.13610000000000005,-12.413666666666666,0.3183333333333333,94.047,0.353,55.0,1,1,6,"['cali rap', 'vapor trap', 'west coast trap']"
Drama,0.00927,0.9105,219047.0,0.5145,0.0,0.129,-11.0415,0.17650000000000002,125.04,0.5670000000000001,38.5,4,1,4,"['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Dramacydal,0.11206666666666666,0.8113333333333334,276831.0,0.725,0.02,0.301,-4.614333333333334,0.2896666666666667,87.50999999999998,0.7203333333333334,51.0,6,1,6,[]
Dramarama,0.0013779999999999999,0.428,261313.5,0.831,0.007251785,0.5585,-10.261,0.0454,130.9245,0.466,36.5,0,1,4,[]
Dranem,0.9650869565217391,0.725391304347826,163535.39130434784,0.3509130434782609,2.062347826086957e-05,0.1621304347826087,-13.164782608695653,0.14440000000000006,109.00404347826088,0.8215652173913044,0.0,7,1,23,[]
Drapht,0.131,0.555,214227.0,0.826,0.0,0.687,-4.762,0.303,97.162,0.685,56.0,7,1,2,"['australian hip hop', 'australian underground hip hop', 'west australian hip hop']"
Draw,0.638,0.807,234200.0,0.6990000000000001,0.0,0.0927,-4.555,0.217,144.018,0.96,61.0,7,1,2,"['britpop', 'chamber pop', 'melancholia']"
Drax Project,0.325,0.5475,200340.5,0.5920000000000001,0.0,0.17150000000000004,-5.6374999999999975,0.09300000000000001,147.388,0.34700000000000003,69.5,3,1,2,"['australian pop', 'nz pop', 'pop']"
Dre,0.129,0.81,210840.0,0.794,0.0,0.0524,-4.848,0.205,131.06,0.8340000000000001,47.0,11,0,1,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Dre Dog,0.154,0.84,278053.0,0.594,0.0,0.431,-8.46,0.35100000000000003,96.345,0.631,44.0,6,0,2,['pet calming']
Dre'es,0.888,0.662,255466.0,0.297,0.10800000000000001,0.11900000000000001,-14.525,0.0301,94.023,0.434,64.0,8,1,1,[]
Dread Mar I,0.12070000000000004,0.754,256209.0,0.4953333333333334,0.00010363333333333332,0.04866666666666667,-6.329999999999999,0.06280000000000001,141.83466666666666,0.8133333333333334,64.33333333333333,6,0,6,"['argentine reggae', 'argentine rock', 'latin alternative', 'rock en espanol']"
Dream,0.07785,0.6925,209580.0,0.9265,2.925e-06,0.218,-5.525,0.182,116.9755,0.7595000000000001,42.0,8,1,4,"['hip hop', 'rap']"
Dream Easy Collective,0.8959999999999999,0.7340000000000001,142028.0,0.22,0.0,0.33899999999999997,-17.295,0.226,106.977,0.625,62.0,5,1,1,[]
Dream Evil,0.0061839500000000006,0.4745,314166.5,0.8390000000000001,0.00765,0.22,-5.270500000000001,0.06605,135.079,0.3025,53.5,7,1,4,"['melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'swedish power metal']"
Dream Koala,0.897,0.5760000000000001,208452.0,0.28300000000000003,0.892,0.0841,-13.004000000000001,0.039,119.277,0.252,60.0,2,1,2,['indie dream pop']
Dream Runner,0.9440000000000001,0.0951,177214.0,0.0872,0.96,0.0905,-24.16800000000001,0.0371,87.65299999999998,0.0389,64.0,7,1,2,['background music']
Dream Shard,0.9785,0.222,141306.5,0.6435,0.7115,0.109,-32.0435,0.06684999999999999,130.92999999999998,0.016235,68.0,10,0,4,[]
Dream Theater,0.04743005789473685,0.4085789473684209,453479.31578947365,0.8051578947368422,0.11757539473684199,0.1893,-8.048684210526313,0.0631842105263158,125.04257894736843,0.3446,48.26315789473684,4,1,38,"['metal', 'neo classical metal', 'progressive metal', 'progressive rock', 'rock']"
Dream Warriors,0.015,0.639,220000.0,0.314,0.0,0.127,-17.179000000000002,0.348,96.27799999999999,0.596,39.0,2,1,2,['jazz rap']
DreamDoll,0.275,0.573,190005.0,0.747,0.0,0.147,-4.558,0.196,97.32700000000001,0.43,63.0,11,0,1,"['deep pop r&b', 'hip pop', 'trap queen']"
Dreamgirl,0.8370000000000001,0.17800000000000002,234969.0,0.461,0.0187,0.133,-7.479,0.0312,180.28,0.135,57.0,11,1,2,"['indie garage rock', 'kc indie']"
Dreamlab,0.16399999999999998,0.693,202053.0,0.7390000000000001,1.66e-06,0.0906,-6.682,0.0388,99.976,0.675,70.0,0,0,2,[]
Dreams of Dreams,0.14250000000000002,0.1205,150893.5,0.8590000000000001,0.9875,0.782,-15.7785,0.04715,78.995,1e-05,64.5,6,0,4,['environmental']
Dreamscaper,0.996,0.21100000000000002,276875.0,0.0287,0.955,0.0896,-30.39,0.0633,68.09899999999999,0.325,66.0,5,1,2,['background music']
Dreamville,0.20157777777777766,0.7577777777777778,214115.5555555556,0.6264444444444446,6.888888888888889e-07,0.17474444444444445,-5.993333333333332,0.3004444444444444,132.73666666666668,0.44788888888888895,65.8888888888889,1,1,9,"['hip hop', 'rap']"
Dreddy Kruger,0.0807,0.715,246227.0,0.6579999999999999,0.0,0.32299999999999995,-5.232,0.28800000000000003,91.00299999999999,0.25,53.0,0,1,1,['wu fam']
Dreezy,0.1278,0.5906666666666667,285791.0,0.5783333333333333,1.0333333333333331e-06,0.10533333333333332,-6.7043333333333335,0.2873333333333334,80.37000000000002,0.391,61.0,7,0,3,"['chicago rap', 'deep pop r&b', 'drill', 'escape room', 'hip pop', 'trap queen']"
Dresdner Philharmonie,0.9419999999999998,0.28341666666666665,497784.5,0.16036666666666669,0.3881383333333333,0.28850000000000003,-19.170833333333334,0.04381666666666667,91.69966666666666,0.18356666666666666,2.6666666666666665,0,1,6,[]
Drew Gehling,0.44615,0.484,224000.0,0.509,0.0003654,0.1425,-8.3945,0.0419,136.132,0.4270000000000001,56.0,1,1,2,"['broadway', 'hollywood', 'show tunes']"
Drew Holcomb & The Neighbors,0.8029999999999999,0.614,187000.0,0.2963333333333333,0.00063079,0.11053333333333333,-12.988,0.03303333333333333,116.482,0.4013333333333333,53.0,2,1,6,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']"
Drew Love,0.12703,0.4754166666666668,223586.0,0.6741666666666665,5.94e-06,0.11515000000000004,-6.097333333333332,0.13756666666666664,135.8296666666667,0.26141666666666663,60.83333333333334,8,1,12,[]
Drew Seeley,0.0112,0.693,197787.0,0.9470000000000001,4.73e-06,0.0693,-5.72,0.0628,114.99,0.91,50.0,11,1,2,['post-teen pop']
Drew Steely,0.0788,0.66,192147.0,0.779,1.48e-06,0.0884,-4.938,0.0437,102.964,0.341,46.0,1,1,1,[]
Dria,0.0877,0.705,199573.0,0.899,6.11e-06,0.268,-4.242,0.0357,139.976,0.6409999999999999,57.0,2,1,2,[]
Drifting Cowboys,0.797625,0.674,167138.375,0.264375,6.131375e-05,0.20378750000000004,-12.427125,0.033600000000000005,134.000375,0.7403749999999999,40.375,0,1,16,[]
DripReport,0.231,0.8936666666666667,125266.66666666669,0.3656666666666665,0.0073441333333333315,0.1017,-8.971666666666666,0.10613333333333334,100.00933333333334,0.2846666666666667,84.33333333333333,1,1,3,[]
Drive-By Truckers,0.10548345454545456,0.4263636363636364,297175.8181818182,0.6591818181818181,0.033602204545454546,0.17420000000000002,-6.73263636363636,0.03801818181818181,115.15536363636365,0.41536363636363627,43.72727272727273,7,1,22,"['alternative country', 'country rock', 'deep new americana', 'folk', 'heartland rock', 'new americana', 'rock', 'roots rock', 'southern rock', 'stomp and holler']"
Drivin N Cryin,0.029196666666666662,0.5108333333333335,231082.16666666663,0.6656666666666665,0.0021801833333333328,0.14888333333333334,-11.039000000000001,0.07625,116.38,0.5920000000000001,34.0,2,1,12,['roots rock']
Drop Nineteens,3.0066666666666668e-05,0.3593333333333333,349880.0,0.7063333333333333,0.6756666666666665,0.2,-11.318333333333333,0.034333333333333334,114.99566666666668,0.2843333333333333,37.0,5,1,6,"['american shoegaze', 'boston rock', 'dream pop', 'nu gaze', 'shoegaze', 'slow core']"
Dropkick Murphys,0.03922868076923077,0.3247730769230769,200682.4615384616,0.9003076923076924,0.05187875730769232,0.2241269230769232,-3.434884615384615,0.0762384615384615,125.29042307692309,0.4830653846153848,47.73076923076921,3,1,52,"['boston punk', 'boston rock', 'celtic punk', 'celtic rock', 'punk', 'skate punk']"
Drowning Pool,0.001463734,0.5458,201112.7,0.9015999999999998,0.000687109,0.2243500000000001,-4.065099999999998,0.07828,126.95469999999996,0.4635,52.7,4,1,20,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']"
Dru Down,0.07811799999999999,0.8134,288434.6,0.6763999999999999,8.7e-05,0.1714,-6.6114000000000015,0.2532,110.4292,0.5481999999999999,41.0,2,1,10,"['g funk', 'gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
Dru Hill,0.2836760869565217,0.6596739130434783,285118.0434782609,0.4948478260869564,9.960869565217393e-07,0.1542978260869565,-8.153630434782608,0.0576717391304348,114.85747826086956,0.4606739130434785,42.369565217391305,6,0,46,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']"
Drugdealer,0.503,0.6509999999999999,197040.0,0.465,0.0455,0.495,-7.5379999999999985,0.0328,107.75,0.585,61.0,4,1,1,"['indie garage rock', 'indie rock', 'neo-psychedelic', 'psychedelic pop']"
Drumma Battalion,0.0901,0.6409999999999999,212715.0,0.5379999999999999,0.0,0.205,-10.398,0.245,79.038,0.29600000000000004,59.0,7,1,2,['indie pop rap']
Dry Cell,0.000122,0.5529999999999999,183240.0,0.8959999999999999,0.000155,0.17600000000000002,-3.938,0.0374,104.64299999999999,0.273,36.0,1,0,2,[]
Dry County,0.30745,0.631,244846.5,0.7905,0.0,0.405,-4.607500000000001,0.04245,89.98199999999996,0.7484999999999999,45.0,7,1,4,['redneck']
Dry Kill Logic,0.000102,0.39899999999999997,272267.0,0.937,0.000542,0.608,-4.311,0.0969,136.46,0.29,50.0,7,1,2,"['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'nu metal', 'rap rock']"
Dréan,0.994,0.6193333333333334,162871.0,0.2933333333333333,0.00028794000000000004,0.20133333333333334,-12.722666666666667,0.0987,87.51333333333332,0.785,0.3333333333333333,5,1,6,[]
Dschinghis Khan,0.0852,0.7829999999999999,271960.0,0.782,2.860000000000001e-05,0.10300000000000001,-7.23,0.0348,131.285,0.888,57.0,5,0,2,"['classic schlager', 'german pop']"
DuBose Heyward,0.893,0.54,173733.0,0.309,9.03e-06,0.198,-10.126,0.036000000000000004,99.249,0.601,47.0,10,0,1,[]
Dua Lipa,0.13790158870967742,0.6953064516129029,210906.74193548388,0.6955967741935486,0.013132843064516132,0.2127935483870968,-4.887854838709674,0.07806612903225804,115.94140322580654,0.5721129032258064,73.24193548387096,7,0,62,"['dance pop', 'pop', 'uk pop']"
Duane Allman,0.4966363636363637,0.5592727272727273,294214.0,0.4608181818181818,0.24581090909090905,0.30026363636363634,-13.058,0.08900000000000001,131.79945454545452,0.6546363636363637,26.818181818181817,0,1,22,"['blues rock', 'country rock', 'electric blues', 'southern rock']"
Duane Chase,0.8590769230769231,0.4382307692307692,162915.84615384616,0.19619230769230767,1.5338461538461537e-05,0.23720769230769234,-13.820153846153845,0.045538461538461535,123.23715384615384,0.4293076923076924,39.846153846153854,10,1,13,['show tunes']
Duane Eddy,0.6704561538461538,0.5469230769230768,165240.92307692303,0.5959230769230769,0.7244615384615384,0.2955923076923077,-10.734230769230775,0.035600000000000014,134.07876923076918,0.7650769230769232,26.538461538461537,9,1,26,"['adult standards', 'brill building pop', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'surf music']"
Duane Harden,0.033350000000000005,0.7799999999999999,367946.5,0.6980000000000001,0.015175,0.06695,-6.935999999999999,0.0788,129.9655,0.8755,50.0,10,1,4,[]
Duane Martin Foster,0.9059999999999999,0.35700000000000004,131840.0,0.376,1.4e-06,0.0858,-7.934,0.0348,87.932,0.331,35.0,4,1,2,[]
Dub Pistols,0.0181,0.8079999999999999,214367.0,0.8690000000000001,0.0625,0.19399999999999998,-9.648,0.0709,123.545,0.9590000000000001,39.0,9,1,2,"['big beat', 'breakbeat']"
Dubb,0.18899999999999997,0.5820000000000001,250320.0,0.9309999999999999,0.0,0.29100000000000004,-4.058,0.15,123.961,0.345,51.0,4,0,2,['florida rap']
Dubee,0.083,0.805,459616.0,0.63,0.0,0.207,-7.13,0.248,92.979,0.5820000000000001,42.0,4,0,2,"['bay area hip hop', 'cali rap', 'hyphy', 'west coast trap']"
Dubo,0.00195,0.6629999999999999,172667.0,0.904,0.0,0.192,-2.48,0.205,75.487,0.4270000000000001,51.0,9,0,1,[]
Duck Sauce,0.006490000000000001,0.6940000000000001,264814.0,0.813,0.00046699999999999997,0.249,-4.129,0.335,127.834,0.741,51.0,1,1,1,"['disco house', 'edm', 'electro house', 'filter house', 'vocal house']"
Ducktails,0.722,0.5710000000000001,259318.0,0.9009999999999999,0.0828,0.11,-3.153,0.0529,125.581,0.608,46.0,6,1,2,"['baroque pop', 'chillwave', 'experimental pop', 'freak folk', 'indie garage rock', 'new jersey indie', 'nu gaze']"
Duckwrth,0.31264000000000003,0.7305999999999999,193243.8,0.7058,4.16e-06,0.19384,-6.143,0.33520000000000005,129.7768,0.6686000000000001,65.2,1,1,5,"['alternative r&b', 'escape room', 'underground hip hop']"
Duece Poppito,0.0067599999999999995,0.792,262787.0,0.733,0.0,0.29,-5.71,0.389,144.857,0.653,34.0,11,0,1,[]
Duece Poppito of 24 Karatz,0.0116,0.7909999999999999,262040.0,0.777,0.0,0.24600000000000002,-6.231,0.401,144.77200000000005,0.6679999999999999,37.0,11,0,1,[]
Duelo,0.24713684210526315,0.6868947368421052,192451.2631578948,0.5705789473684211,9.122105263157894e-06,0.18319473684210524,-8.648157894736839,0.05232631578947367,150.93063157894733,0.747842105263158,52.631578947368425,9,1,38,"['banda', 'grupera', 'norteno', 'regional mexican', 'tejano']"
Dueto America,0.7836666666666666,0.512,187795.33333333328,0.4723333333333333,0.00015690333333333336,0.21286666666666665,-11.517999999999999,0.04,149.50333333333333,0.5643333333333334,17.0,9,1,6,['ranchera']
Dueto Las Palomas,0.746,0.73,168120.0,0.473,0.0,0.258,-8.517999999999999,0.0392,116.49799999999999,0.9159999999999999,25.0,11,1,2,['ranchera']
Duffy,0.3025,0.6429999999999999,223153.5,0.7245,0.000178,0.127,-4.7940000000000005,0.0362,149.9095,0.7329999999999999,54.0,0,1,4,['show tunes']
Duice,0.000925,0.884,244867.0,0.46399999999999997,4.36e-06,0.0366,-12.876,0.222,132.172,0.868,30.0,1,1,2,['miami bass']
Duke,0.0659,0.7509999999999999,202533.0,0.597,0.0,0.0881,-6.59,0.125,123.99700000000001,0.159,59.0,9,0,2,"['atl trap', 'trap', 'vapor trap']"
Duke Bootee,0.0249,0.9470000000000001,431800.0,0.607,4.76e-06,0.0861,-10.58,0.20199999999999999,100.619,0.732,50.0,10,0,2,[]
